Sim	Run	Time	totMass	NInd	abovemass	belowmass	BareGround	pcBare	pcBareSoil	mean_WL	mean_bres	shannon	NPFT	Cutted	Grazed	aLitter	bLitterNNonClonal	NClonal	NGenets	MSeed	NSpacer
10	3	62	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	63	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	64	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	65	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	66	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	67	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	68	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	69	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	70	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	71	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	72	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	73	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	74	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	75	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	76	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	77	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	78	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	79	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	80	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	81	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	82	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	83	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	84	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	85	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	86	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	87	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	88	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	3	89	599.962	1	66.6625	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	4	0	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	1	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	2	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	3	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	4	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	5	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	6	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	7	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	8	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	9	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	10	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	11	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	12	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	13	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	14	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	15	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	16	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	4	17	1066.6	1	533.3	533.3	0.9896	0.9736	-60	100	0.346574	1	0	0	266.65	266.65	0	1	1	0	0
10	4	18	1066.6	1	533.3	533.3	0.9916	0.9868	-60	100	0.346574	1	0	0	133.325	133.325	0	1	1	0	0
10	4	19	1066.6	1	533.3	533.3	0.9928	0.9868	-60	100	0.346574	1	0	0	66.6625	66.6625	0	1	1	0	0
10	4	20	1066.6	1	533.3	533.3	0.9932	0.9868	-60	100	0.346574	1	0	0	33.3312	33.3312	0	1	1	0	0
10	4	21	1066.6	1	533.3	533.3	0.994	0.9868	-60	100	0.346574	1	0	0	16.6656	16.6656	0	1	1	0	0
10	4	22	1066.6	1	533.3	533.3	0.994	0.9868	-60	100	0.346574	1	0	0	8.33281	8.33281	0	1	1	0	0
10	4	23	1066.6	1	533.3	533.3	0.9944	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	4	24	0	0	0	0	0.9948	0.9868	-60	100	0	0	0	0	266.65	266.65	0	0	0	0	0
10	4	25	0	0	0	0	0.9968	1	-60	100	0	0	0	0	133.325	133.325	0	0	0	0	0
10	4	26	0	0	0	0	0.998	1	-60	100	0	0	0	0	66.6625	66.6625	0	0	0	0	0
10	4	27	0	0	0	0	0.9984	1	-60	100	0	0	0	0	33.3312	33.3312	0	0	0	0	0
10	4	28	0	0	0	0	0.9992	1	-60	100	0	0	0	0	16.6656	16.6656	0	0	0	0	0
10	4	29	0	0	0	0	0.9992	1	-60	100	0	0	0	0	4.16641	8.33281	0	0	0	0	0
10	4	30	0	0	0	0	0.9996	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	31	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	32	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	33	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	34	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	35	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	36	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	37	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	38	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	39	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	40	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	41	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	42	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	43	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	44	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	45	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	46	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	47	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	48	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	49	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	50	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	51	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	52	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	53	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	54	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	55	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	56	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	57	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	58	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	59	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	60	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	61	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	62	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	63	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	64	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	65	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	66	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	67	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	68	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	69	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	70	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	71	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	72	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	73	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	74	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	75	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	76	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	77	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	78	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	79	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	80	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	81	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	82	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	83	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	84	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	85	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	86	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	87	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	88	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	4	89	0	0	0	0	1	1	-60	100	0	0	0	0	0	0	0	0	0	0	0
10	5	0	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	1	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	2	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	3	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	4	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	5	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	6	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	7	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	8	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	9	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	10	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	11	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	12	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	13	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	14	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	15	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	16	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	17	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	18	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	19	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	20	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	21	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	22	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	23	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	24	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	25	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	26	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	27	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	28	2133.2	2	1066.6	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	29	1599.9	2	533.3	1066.6	0.9896	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	30	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	31	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	32	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	33	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	34	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	35	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	36	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	37	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	38	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	39	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	40	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	41	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	42	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	43	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	44	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	45	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	46	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	47	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	48	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	49	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	50	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	51	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	52	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	53	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	54	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	55	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	56	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	57	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	58	1599.9	2	533.3	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	59	1333.25	2	266.65	1066.6	0.9936	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	60	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	61	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	62	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	63	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	64	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	65	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	66	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	67	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	68	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	69	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	70	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	71	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	72	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	73	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	74	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	75	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	76	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	77	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	78	1333.25	2	266.65	1066.6	0.996	0.9736	-60	100	0	1	0	0	0	0	0	2	2	0	0
10	5	79	666.625	1	133.325	533.3	0.996	0.9736	-60	100	0.346574	1	0	0	66.6625	266.65	0	1	1	0	0
10	5	80	666.625	1	133.325	533.3	0.9964	0.9868	-60	100	0.346574	1	0	0	33.3312	133.325	0	1	1	0	0
10	5	81	666.625	1	133.325	533.3	0.9972	0.9868	-60	100	0.346574	1	0	0	16.6656	66.6625	0	1	1	0	0
10	5	82	666.625	1	133.325	533.3	0.9972	0.9868	-60	100	0.346574	1	0	0	8.33281	33.3312	0	1	1	0	0
10	5	83	666.625	1	133.325	533.3	0.9976	0.9868	-60	100	0.346574	1	0	0	4.16641	16.6656	0	1	1	0	0
10	5	84	666.625	1	133.325	533.3	0.9976	0.9868	-60	100	0.346574	1	0	0	2.0832	8.33281	0	1	1	0	0
10	5	85	666.625	1	133.325	533.3	0.9976	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	5	86	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	5	87	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	5	88	666.625	1	133.325	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
10	5	89	599.962	1	66.6625	533.3	0.998	0.9868	-60	100	0	1	0	0	0	0	0	1	1	0	0
11	1	0	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	1	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	2	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	3	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	4	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	5	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	6	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	7	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	8	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	9	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	10	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	11	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	12	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	13	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	14	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	15	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	16	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	17	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	18	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	19	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	20	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	21	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	22	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	23	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	24	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	25	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	26	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	27	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	28	1730.4	2	865.2	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	29	1297.8	2	432.6	865.2	0.9928	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	30	1297.8	2	432.6	865.2	0.9952	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	31	1297.8	2	432.6	865.2	0.9952	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	32	1297.8	2	432.6	865.2	0.9952	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	33	1297.8	2	432.6	865.2	0.9952	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	34	1297.8	2	432.6	865.2	0.9952	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	35	1297.8	2	432.6	865.2	0.9952	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	36	1297.8	2	432.6	865.2	0.9952	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	37	1297.8	2	432.6	865.2	0.9952	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	38	1297.8	2	432.6	865.2	0.9952	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	39	1297.8	2	432.6	865.2	0.9952	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	40	1297.8	2	432.6	865.2	0.9952	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
11	1	41	1297.8	2	432.6	865.2	0.9952	0.9768	-60	100	0	1	0	0	0	0	0	2	2	0	0
